quality_grade,observed_on_details.date,species_guess,public_positional_accuracy,taxon.name,geojson.coordinates,owners_identification_from_vision,identifications_count,num_identification_disagreements,location,place_guess,latitude,longitude
research,2022-04-05,Asian Lady Beetle,7.0,Harmonia axyridis,"[-6.27497, 53.3206416667]",,2,0,"[53.3206416667, -6.27497]","Effra Road, Dublin 6, Co. Dublin, IE",53.3206416667,-6.27497
research,2022-04-04,Asian Lady Beetle,,Harmonia axyridis,"[-3.5522222222, 50.4822222222]",False,4,4,"[50.4822222222, -3.5522222222]","Torquay TQ2 7BP, UK",50.4822222222,-3.5522222222
research,2022-04-04,Asian Lady Beetle,1179.0,Harmonia axyridis,"[-1.5442724526, 52.7837489498]",True,1,0,"[52.7837489498, -1.5442724526]","Midway, Swadlincote DE11, UK",52.7837489498,-1.5442724526
research,2022-04-04,Asian Lady Beetle,8.0,Harmonia axyridis,"[1.3010666667, 52.6235277778]",True,1,0,"[52.6235277778, 1.3010666667]","Norwich, UK",52.6235277778,1.3010666667
research,2022-04-04,Harlekin-Marienkäfer,32.0,Harmonia axyridis,"[1.3011, 52.6234777778]",True,1,0,"[52.6234777778, 1.3011]","Norwich, UK",52.6234777778,1.3011
research,2021-10-24,Asian Lady Beetle,4.0,Harmonia axyridis,"[-2.6187283333, 51.4430416667]",True,1,0,"[51.4430416667, -2.6187283333]","Greville Smyth Park, Bristol, England, GB",51.4430416667,-2.6187283333
research,2021-11-14,Asian Lady Beetle,9.0,Harmonia axyridis,"[-2.4919833333, 51.419875]",True,4,1,"[51.419875, -2.4919833333]","Keynsham Road, Bristol, England, GB",51.419875,-2.4919833333
research,2022-04-03,Asian Lady Beetle,26.0,Harmonia axyridis,"[-1.5137536079, 54.1335541643]",False,2,0,"[54.1335541643, -1.5137536079]","Ripon HG4, UK",54.1335541643,-1.5137536079
research,2022-04-03,Asian Lady Beetle,65.0,Harmonia axyridis,"[-0.9740133333, 51.4689633333]",False,3,0,"[51.4689633333, -0.9740133333]","Hemdean Road, Reading, England, GB",51.4689633333,-0.9740133333
research,2022-04-03,Asian Lady Beetle,,Harmonia axyridis,"[-1.6938344997, 54.9677274]",True,2,0,"[54.9677274, -1.6938344997]","Blaydon-on-Tyne NE21, UK",54.9677274,-1.6938344997
research,2022-04-03,Asian Lady Beetle,8.0,Harmonia axyridis,"[-0.2304072952, 50.8311594093]",,2,0,"[50.8311594093, -0.2304072952]","Basin Road S, Brighton, England, GB",50.8311594093,-0.2304072952
research,2022-04-03,Asian Lady Beetle,9.0,Harmonia axyridis,"[-0.2304144529, 50.8311858006]",,2,0,"[50.8311858006, -0.2304144529]","Basin Road S, Brighton, England, GB",50.8311858006,-0.2304144529
research,2022-04-02,Asian Lady Beetle,,Harmonia axyridis,"[-2.9229169722, 54.891964]",True,1,0,"[54.891964, -2.9229169722]","Carlisle CA1, UK",54.891964,-2.9229169722
research,2022-04-02,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-2.2229901598, 53.4506268175]",False,2,0,"[53.4506268175, -2.2229901598]","Platt Fields Park, Manchester, England, GB",53.4506268175,-2.2229901598
research,2022-03-28,Asian Lady Beetle,11.0,Harmonia axyridis,"[-0.0941583333, 51.468545]",False,3,0,"[51.468545, -0.0941583333]","King's College Hospital, London, England, GB",51.468545,-0.0941583333
research,2022-03-28,Asian Lady Beetle,,Harmonia axyridis,"[-3.7024505136, 53.0464897156]",True,1,0,"[53.0464897156, -3.7024505136]","Pentrefoelas, Betws-y-Coed LL24 0HS, UK",53.0464897156,-3.7024505136
research,2022-04-01,Asian Lady Beetle,6.0,Harmonia axyridis,"[-3.6572112882, 50.4092752854]",False,4,1,"[50.4092752854, -3.6572112882]","Ashprington, Totnes TQ9 7UT, UK",50.4092752854,-3.6572112882
research,2021-07-10,Asian Lady Beetle,80.0,Harmonia axyridis,"[1.700745, 52.413698]",True,1,0,"[52.413698, 1.700745]",Africa Alive Kessingland,52.413698,1.700745
research,2018-07-22,Asian Lady Beetle,195.0,Harmonia axyridis,"[0.9246283812, 52.4414908233]",True,2,0,"[52.4414908233, 0.9246283812]","East Harling, Norwich NR16, UK",52.4414908233,0.9246283812
research,2018-07-22,Asian Lady Beetle,195.0,Harmonia axyridis,"[0.9246069347, 52.4415104382]",True,2,0,"[52.4415104382, 0.9246069347]","East Harling, Norwich NR16, UK",52.4415104382,0.9246069347
research,2021-06-19,Asian Lady Beetle,145.0,Harmonia axyridis,"[-1.2412901171, 51.7276085022]",True,1,0,"[51.7276085022, -1.2412901171]","Oxford, UK",51.7276085022,-1.2412901171
research,2022-03-30,Asian Lady Beetle,26004.0,Harmonia axyridis,"[1.3747559671, 52.7171252364]",True,2,0,"[52.7171252364, 1.3747559671]","Norfolk, England, GB",52.7171252364,1.3747559671
research,2022-03-28,Asian Lady Beetle,26196.0,Harmonia axyridis,"[-2.4659103022, 51.4940742808]",True,4,1,"[51.4940742808, -2.4659103022]","England, GB",51.4940742808,-2.4659103022
research,2022-03-24,Asian Lady Beetle,12.0,Harmonia axyridis,"[-0.5449616667, 53.2364116667]",False,1,0,"[53.2364116667, -0.5449616667]","Willis Close, Lincoln, England, GB",53.2364116667,-0.5449616667
research,2022-03-24,Asian Lady Beetle,4.0,Harmonia axyridis,"[-0.5449883333, 53.2363866667]",True,1,0,"[53.2363866667, -0.5449883333]","Belle Vue Road, Lincoln, England, GB",53.2363866667,-0.5449883333
research,2022-03-27,Asian Lady Beetle,,Harmonia axyridis,"[-0.4399916667, 51.6403972222]",True,1,0,"[51.6403972222, -0.4399916667]","Croxley Green, UK",51.6403972222,-0.4399916667
research,2022-03-29,Asian Lady Beetle,9.0,Harmonia axyridis,"[-4.2867833333, 55.8705116667]",True,1,0,"[55.8705116667, -4.2867833333]","Glasgow G12 8LU, UK",55.8705116667,-4.2867833333
research,2022-03-29,Harlekin-Marienkäfer,1461.0,Harmonia axyridis,"[-0.3917762935, 50.9285736084]",True,1,0,"[50.9285736084, -0.3917762935]",Ashington,50.9285736084,-0.3917762935
research,2022-03-29,Harlekin-Marienkäfer,,Harmonia axyridis,"[-3.0416848658, 53.4168357847]",True,1,0,"[53.4168357847, -3.0416848658]","Wallasey CH44, UK",53.4168357847,-3.0416848658
research,2022-03-28,Asian Lady Beetle,4.0,Harmonia axyridis,"[-0.3236366667, 51.444455]",True,2,0,"[51.444455, -0.3236366667]","Thames Path, Twickenham, England, GB",51.444455,-0.3236366667
research,2022-03-28,Asian Lady Beetle,10.0,Harmonia axyridis,"[-1.1166083333, 53.520455]",True,2,0,"[53.520455, -1.1166083333]","Alderson Dr, Doncaster, England, GB",53.520455,-1.1166083333
research,2022-03-27,Asian Lady Beetle,,Harmonia axyridis,"[-2.8930183333, 53.56317]",True,1,0,"[53.56317, -2.8930183333]","Lancashire, England, United Kingdom",53.56317,-2.8930183333
research,2022-03-27,Asian Lady Beetle,,Harmonia axyridis,"[-2.8931833333, 53.5630733333]",True,1,0,"[53.5630733333, -2.8931833333]","Lancashire, England, United Kingdom",53.5630733333,-2.8931833333
research,2022-03-28,Asian Lady Beetle,25940.0,Harmonia axyridis,"[-0.9579120007, 53.1122526318]",,3,0,"[53.1122526318, -0.9579120007]","England, GB",53.1122526318,-0.9579120007
research,2021-06-15,Asian Lady Beetle,102.0,Harmonia axyridis,"[-1.2974396819, 51.775736456]",True,1,0,"[51.775736456, -1.2974396819]","Oxford, UK",51.775736456,-1.2974396819
research,2022-03-27,Harlekin-Marienkäfer,251.0,Harmonia axyridis,"[-2.362270765, 51.3787658905]",False,2,0,"[51.3787658905, -2.362270765]","City Centre, Bath, UK",51.3787658905,-2.362270765
research,2022-03-27,Asian Lady Beetle,51.0,Harmonia axyridis,"[-0.2384216667, 51.4986583333]",False,1,0,"[51.4986583333, -0.2384216667]","Ravenscourt Park, London, England, GB",51.4986583333,-0.2384216667
research,2022-03-21,Asian Lady Beetle,,Harmonia axyridis,"[0.1061666667, 52.1990777778]",False,1,0,"[52.1990777778, 0.1061666667]","Cambridge CB3, UK",52.1990777778,0.1061666667
research,2022-03-15,Harlekin-Marienkäfer,,Harmonia axyridis,"[0.1081722222, 52.1971444444]",False,4,1,"[52.1971444444, 0.1081722222]","Cambridge CB3 9BT, UK",52.1971444444,0.1081722222
research,2022-03-27,Asian Lady Beetle,5.0,Harmonia axyridis,"[-1.6072166667, 53.8203666667]",True,1,0,"[53.8203666667, -1.6072166667]","Kirkstall Abbey, Leeds, England, GB",53.8203666667,-1.6072166667
research,2022-03-27,Asian Lady Beetle,18.0,Harmonia axyridis,"[-1.6072216667, 53.8203883333]",True,1,0,"[53.8203883333, -1.6072216667]","Kirkstall Abbey, Leeds, England, GB",53.8203883333,-1.6072216667
research,2022-03-27,Coccinelle asiatique,5.0,Harmonia axyridis,"[-1.6072416667, 53.8203716667]",True,2,0,"[53.8203716667, -1.6072416667]","Kirkstall Abbey, Leeds, England, GB",53.8203716667,-1.6072416667
research,2022-03-27,Asian Lady Beetle,32.0,Harmonia axyridis,"[-1.6069966667, 53.8214116667]",True,4,1,"[53.8214116667, -1.6069966667]","Kirkstall Abbey, Leeds, England, GB",53.8214116667,-1.6069966667
research,2022-03-27,Asian Lady Beetle,,Harmonia axyridis,"[-8.403133, 51.876181]",False,4,0,"[51.876181, -8.403133]","Cork, IE",51.876181,-8.403133
research,2022-03-27,Asian Lady Beetle,19.0,Harmonia axyridis,"[-2.15371895, 53.91152346]",False,1,0,"[53.91152346, -2.15371895]","Earby BB18, UK",53.91152346,-2.15371895
research,2022-03-27,Asian Lady Beetle,9.0,Harmonia axyridis,"[1.4288398996, 51.3902874207]",False,2,0,"[51.3902874207, 1.4288398996]","Cliftonville, Margate, UK",51.3902874207,1.4288398996
research,2022-03-27,Asian Lady Beetle,11.0,Harmonia axyridis,"[-2.5643916667, 51.445105]",True,1,0,"[51.445105, -2.5643916667]","Sparke Evans Park, Bristol, England, GB",51.445105,-2.5643916667
research,2022-03-27,Asian Lady Beetle,35.0,Harmonia axyridis,"[-1.4669214643, 55.0147279987]",True,3,0,"[55.0147279987, -1.4669214643]","Office Buildings, North Shields, England, GB",55.0147279987,-1.4669214643
research,2022-03-27,Asian Lady Beetle,2.0,Harmonia axyridis,"[-2.2988083655, 53.5531191352]",False,1,0,"[53.5531191352, -2.2988083655]","Whitefield, Manchester, UK",53.5531191352,-2.2988083655
research,2022-03-26,Asian Lady Beetle,26132.0,Harmonia axyridis,"[-8.435994856, 51.8369387768]",True,2,0,"[51.8369387768, -8.435994856]","Cork, IE",51.8369387768,-8.435994856
research,2022-03-27,Harlekin-Marienkäfer,6.0,Harmonia axyridis,"[-1.2474222423, 51.7507775788]",True,1,0,"[51.7507775788, -1.2474222423]","University of Oxford Botanical Garden, Oxford, Inglaterra, GB",51.7507775788,-1.2474222423
research,2022-03-26,Harlekin-Marienkäfer,18.0,Harmonia axyridis,"[-1.6166883333, 53.8281366667]",True,1,0,"[53.8281366667, -1.6166883333]","Broadway, Leeds, England, GB",53.8281366667,-1.6166883333
research,2022-03-27,Asian Lady Beetle,24.0,Harmonia axyridis,"[-3.2122754865, 51.5300222888]",False,1,0,"[51.5300222888, -3.2122754865]","Clôs-Mabon, Cardiff, Wales, GB",51.5300222888,-3.2122754865
research,2022-03-26,Asian Lady Beetle,191.0,Harmonia axyridis,"[-2.164736893, 52.4687200467]",True,1,0,"[52.4687200467, -2.164736893]","Stourbridge, UK",52.4687200467,-2.164736893
research,2022-03-24,Harlekin-Marienkäfer,24.0,Harmonia axyridis,"[0.7263116667, 51.32048]",True,1,0,"[51.32048, 0.7263116667]","Ruins Barn Road, Sittingbourne, England, GB",51.32048,0.7263116667
research,2022-03-26,Asian Lady Beetle,,Harmonia axyridis,"[-0.0362966583, 51.4097737889]",True,1,0,"[51.4097737889, -0.0362966583]","Beckenham, UK",51.4097737889,-0.0362966583
research,2022-03-26,Asian Lady Beetle,,Harmonia axyridis,"[-1.6013116667, 53.781445]",True,4,1,"[53.781445, -1.6013116667]","Cow Close Road, Leeds, England, GB",53.781445,-1.6013116667
research,2022-03-26,Asian Lady Beetle,4.0,Harmonia axyridis,"[-1.3399116667, 54.2348783333]",True,4,1,"[54.2348783333, -1.3399116667]","St James Green, Thirsk, England, GB",54.2348783333,-1.3399116667
research,2022-03-26,Asian Lady Beetle,11.0,Harmonia axyridis,"[-2.7784204143, 53.3950013329]",True,1,0,"[53.3950013329, -2.7784204143]","Penny Lane, Widnes, England, GB",53.3950013329,-2.7784204143
research,2022-03-26,Asian Lady Beetle,18.0,Harmonia axyridis,"[-2.15371695, 53.91138705]",False,1,0,"[53.91138705, -2.15371695]","Earby BB18, UK",53.91138705,-2.15371695
research,2022-03-26,Asian Lady Beetle,15.0,Harmonia axyridis,"[-2.8414902687, 53.6079025269]",True,4,1,"[53.6079025269, -2.8414902687]",Burscough,53.6079025269,-2.8414902687
research,2022-03-26,Asian Lady Beetle,10.0,Harmonia axyridis,"[-2.15380366, 53.91159905]",False,1,0,"[53.91159905, -2.15380366]","Earby BB18, UK",53.91159905,-2.15380366
research,2022-03-25,Asian Lady Beetle,,Harmonia axyridis,"[-0.3226883333, 51.434795]",True,1,0,"[51.434795, -0.3226883333]","Richmond upon Thames, Richmond, England, GB",51.434795,-0.3226883333
research,2022-03-25,Asian Lady Beetle,,Harmonia axyridis,"[0.1195239, 52.2018318]",True,1,0,"[52.2018318, 0.1195239]","Pembroke College, Cambridge CB2 1RF, UK",52.2018318,0.1195239
research,2022-03-25,Harlekin-Marienkäfer,,Harmonia axyridis,"[-3.0313830278, 53.3573188611]",True,1,0,"[53.3573188611, -3.0313830278]","Higher Bebington, Birkenhead CH63, UK",53.3573188611,-3.0313830278
research,2021-08-01,Harlekin-Marienkäfer,19.0,Harmonia axyridis,"[-1.6354947267, 55.0244363056]",,2,0,"[55.0244363056, -1.6354947267]","North Gosforth, Newcastle upon Tyne, UK",55.0244363056,-1.6354947267
research,2022-03-25,Asian Lady Beetle,21.0,Harmonia axyridis,"[-2.6864821091, 53.665841383]",False,1,0,"[53.665841383, -2.6864821091]","Euxton, UK",53.665841383,-2.6864821091
research,2022-03-25,Asian Lady Beetle,116.0,Harmonia axyridis,"[-3.1088796177, 53.3168122092]",False,3,0,"[53.3168122092, -3.1088796177]","Riverbank Road, Wirral, England, GB",53.3168122092,-3.1088796177
research,2022-03-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[0.0080247642, 51.1026987676]",True,2,0,"[51.1026987676, 0.0080247642]"," Footpath around Weirwood Reservoir Dam, East Grinstead, UK ",51.1026987676,0.0080247642
research,2022-03-25,Asian Lady Beetle,8.0,Harmonia axyridis,"[-0.3201966667, 51.4453666667]",True,1,0,"[51.4453666667, -0.3201966667]","Thames Path, Twickenham, England, GB",51.4453666667,-0.3201966667
research,2022-03-25,Harlekin-Marienkäfer,38.0,Harmonia axyridis,"[-1.4669522005, 55.0147218358]",False,2,0,"[55.0147218358, -1.4669522005]","Edwina Gardens, North Shields, England, GB",55.0147218358,-1.4669522005
research,2022-03-25,Asian Lady Beetle,595.0,Harmonia axyridis,"[-1.7522561292, 53.9062336358]",True,2,0,"[53.9062336358, -1.7522561292]","The Robins, Ilkley, England, GB",53.9062336358,-1.7522561292
research,2022-03-25,Asian Lady Beetle,,Harmonia axyridis,"[-2.5569929722, 53.1964530833]",False,1,0,"[53.1964530833, -2.5569929722]","Winsford CW7 2SL, UK",53.1964530833,-2.5569929722
research,2022-03-25,Asian Lady Beetle,3.0,Harmonia axyridis,"[-0.46917, 51.7440333333]",False,4,0,"[51.7440333333, -0.46917]","Crabtree Close, Hemel Hempstead, England, GB",51.7440333333,-0.46917
research,2022-03-25,Harlekin-Marienkäfer,18.0,Harmonia axyridis,"[-0.17568, 51.5584633333]",False,3,0,"[51.5584633333, -0.17568]","New End Sq, London, England, GB",51.5584633333,-0.17568
research,2022-03-25,Harlekin-Marienkäfer,54.0,Harmonia axyridis,"[-0.0043672237, 51.5237317621]",,3,0,"[51.5237317621, -0.0043672237]","Twelvetrees Business Park, London, England, GB",51.5237317621,-0.0043672237
research,2022-03-25,Asian Lady Beetle,,Harmonia axyridis,"[-3.764846, 53.2938925]",,3,0,"[53.2938925, -3.764846]","Mochdre, Colwyn Bay, UK",53.2938925,-3.764846
research,2022-03-25,Harlekin-Marienkäfer,6.0,Harmonia axyridis,"[-2.3968500099, 53.5805958386]",True,1,0,"[53.5805958386, -2.3968500099]","Oakenbottom Road, Breightmet, Bolton BL2 6DH, UK",53.5805958386,-2.3968500099
research,2022-03-25,Asian Lady Beetle,26164.0,Harmonia axyridis,"[-1.0246564437, 51.7805900434]",False,2,0,"[51.7805900434, -1.0246564437]","Oxfordshire, England, GB",51.7805900434,-1.0246564437
research,2022-03-24,Asian Lady Beetle,26196.0,Harmonia axyridis,"[-0.1497121059, 51.4052041239]",False,2,0,"[51.4052041239, -0.1497121059]","England, GB",51.4052041239,-0.1497121059
research,2022-03-24,Asian Lady Beetle,188.0,Harmonia axyridis,"[-2.0134310424, 52.6207014728]",False,2,0,"[52.6207014728, -2.0134310424]",Furlong House,52.6207014728,-2.0134310424
research,2022-03-24,Asian Lady Beetle,4.0,Harmonia axyridis,"[-3.0273559559, 51.5560097509]",,2,0,"[51.5560097509, -3.0273559559]","Charger St, Newport, Wales, GB",51.5560097509,-3.0273559559
research,2022-03-23,Asian Lady Beetle,178.0,Harmonia axyridis,"[-3.3745418644, 54.6655041881]",True,2,0,"[54.6655041881, -3.3745418644]",Cockermouth Cricket Ground,54.6655041881,-3.3745418644
research,2022-03-20,Asian Lady Beetle,2.0,Harmonia axyridis,"[-1.4840771974, 53.5572365114]",True,1,0,"[53.5572365114, -1.4840771974]","Barnsley, UK",53.5572365114,-1.4840771974
research,2022-03-24,Asian Lady Beetle,4.0,Harmonia axyridis,"[-3.04069493, 53.81274378]",True,1,0,"[53.81274378, -3.04069493]","Blackpool FY1 4EE, UK",53.81274378,-3.04069493
research,2022-03-24,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.9724538889, 53.6520727778]",True,1,0,"[53.6520727778, -2.9724538889]","Southport, UK",53.6520727778,-2.9724538889
research,2022-03-24,Asian Lady Beetle,16.0,Harmonia axyridis,"[-2.7730541111, 51.4944336643]",,2,0,"[51.4944336643, -2.7730541111]","Portishead CP, North Somerset, England, GB",51.4944336643,-2.7730541111
research,2022-03-24,Harlekin-Marienkäfer,164.0,Harmonia axyridis,"[-2.7748160124, 51.4895029385]",,2,0,"[51.4895029385, -2.7748160124]","Portishead Lake Grounds, Bristol, England, GB",51.4895029385,-2.7748160124
research,2022-03-24,Asian Lady Beetle,1.0,Harmonia axyridis,"[-0.4886189407, 51.3600278144]",False,2,0,"[51.3600278144, -0.4886189407]","Addlestone KT15 2DW, UK",51.3600278144,-0.4886189407
research,2022-03-24,Asian Lady Beetle,2.0,Harmonia axyridis,"[-1.5677709152, 54.6329891093]",True,1,0,"[54.6329891093, -1.5677709152]","Newton Aycliffe, UK",54.6329891093,-1.5677709152
research,2022-03-24,Asian Lady Beetle,,Harmonia axyridis,"[-0.0112805556, 51.5862111111]",False,1,0,"[51.5862111111, -0.0112805556]","Church Hill Road, London E17 3EJ, UK",51.5862111111,-0.0112805556
research,2022-03-24,Harlekin-Marienkäfer,35.0,Harmonia axyridis,"[-0.0989232585, 51.5191230774]",True,1,0,"[51.5191230774, -0.0989232585]",London,51.5191230774,-0.0989232585
research,2022-03-23,Asian Lady Beetle,2421.0,Harmonia axyridis,"[-2.7527081966, 54.6641442243]",True,2,0,"[54.6641442243, -2.7527081966]",Penrith,54.6641442243,-2.7527081966
research,2022-03-23,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[-2.5119116667, 51.4807883333]",False,2,0,"[51.4807883333, -2.5119116667]","Upper Station Road, Bristol, England, GB",51.4807883333,-2.5119116667
research,2022-03-23,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[-2.2466726215, 53.7948210695]",,2,0,"[53.7948210695, -2.2466726215]","Burnley BB12 0EQ, UK",53.7948210695,-2.2466726215
research,2022-03-23,Asian Lady Beetle,,Harmonia axyridis,"[-4.0775669722, 52.4184821944]",True,1,0,"[52.4184821944, -4.0775669722]","Aberystwyth, UK",52.4184821944,-4.0775669722
research,2022-03-23,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[-2.8933366667, 53.5625716667]",False,1,0,"[53.5625716667, -2.8933366667]","Prescot Road, Ormskirk, England, GB",53.5625716667,-2.8933366667
research,2022-03-23,Asian Lady Beetle,14.0,Harmonia axyridis,"[-0.0496388333, 51.4447283333]",False,1,0,"[51.4447283333, -0.0496388333]","Devonshire Road Nature Reserve, London, England, GB",51.4447283333,-0.0496388333
research,2022-03-23,Asian Lady Beetle,,Harmonia axyridis,"[-2.8884871111, 53.2802925]",False,3,0,"[53.2802925, -2.8884871111]","Ellesmere Port CH65 4DL, UK",53.2802925,-2.8884871111
research,2022-03-23,Asian Lady Beetle,11.0,Harmonia axyridis,"[0.7491716667, 51.9038883333]",True,1,0,"[51.9038883333, 0.7491716667]","Great Tey, Colchester, England, GB",51.9038883333,0.7491716667
research,2022-03-23,Asian Lady Beetle,8.0,Harmonia axyridis,"[-3.0790333333, 54.258495]",True,4,1,"[54.258495, -3.0790333333]","Lake District National Park, Ulverston, England, GB",54.258495,-3.0790333333
research,2022-03-23,Asian Lady Beetle,,Harmonia axyridis,"[-0.111926, 51.549157]",True,1,0,"[51.549157, -0.111926]","Lowther Road (Stop SR), London N7 8NJ, UK",51.549157,-0.111926
research,2022-03-23,Asian Lady Beetle,6.0,Harmonia axyridis,"[-2.2466680771, 53.7948162994]",False,1,0,"[53.7948162994, -2.2466680771]","Burnley BB12 0EQ, UK",53.7948162994,-2.2466680771
research,2022-03-23,Harlekin-Marienkäfer,13.0,Harmonia axyridis,"[-0.0421, 51.4488416667]",True,1,0,"[51.4488416667, -0.0421]","Honor Oak Park, London, England, GB",51.4488416667,-0.0421
research,2022-03-23,Asian Lady Beetle,12.0,Harmonia axyridis,"[-2.9604135609, 53.6708795989]",False,2,0,"[53.6708795989, -2.9604135609]","Fairhaven Road, Southport PR9 8NR, UK",53.6708795989,-2.9604135609
research,2022-03-23,Asian Lady Beetle,6.0,Harmonia axyridis,"[-2.9605132247, 53.6708420391]",False,4,1,"[53.6708420391, -2.9605132247]","Fairhaven Road, Southport PR9 8NR, UK",53.6708420391,-2.9605132247
research,2022-03-22,Asian Lady Beetle,31.0,Harmonia axyridis,"[-1.2115518558, 52.9576072126]",False,1,0,"[52.9576072126, -1.2115518558]","Wollaton, Nottingham, UK",52.9576072126,-1.2115518558
research,2022-03-22,Asian Lady Beetle,31.0,Harmonia axyridis,"[-1.2107793796, 52.9584344832]",False,1,0,"[52.9584344832, -1.2107793796]","Wollaton, Nottingham, UK",52.9584344832,-1.2107793796
research,2022-03-22,Asian Lady Beetle,,Harmonia axyridis,"[-0.1699638889, 51.5097944444]",True,1,0,"[51.5097944444, -0.1699638889]","London, UK",51.5097944444,-0.1699638889
research,2021-12-30,Asian Lady Beetle,6.0,Harmonia axyridis,"[-0.1881366667, 51.6158333333]",True,1,0,"[51.6158333333, -0.1881366667]","Westbury Road, London, England, GB",51.6158333333,-0.1881366667
research,2022-03-21,Asian Lady Beetle,38.0,Harmonia axyridis,"[-2.5606144673, 51.4455512697]",True,4,1,"[51.4455512697, -2.5606144673]","Albert Road, Bristol, England, GB",51.4455512697,-2.5606144673
research,2022-03-22,Asian Lady Beetle,24.0,Harmonia axyridis,"[-1.45747, 51.9186533333]",False,2,0,"[51.9186533333, -1.45747]","Oxford Road, Chipping Norton, England, GB",51.9186533333,-1.45747
research,2022-03-22,Asian Lady Beetle,22.0,Harmonia axyridis,"[-3.2168692602, 51.1653212791]",False,1,0,"[51.1653212791, -3.2168692602]","Quantock Hills, Bridgwater, England, GB",51.1653212791,-3.2168692602
research,2022-03-22,Asian Lady Beetle,10.0,Harmonia axyridis,"[-1.5758596659, 54.8517837524]",True,4,1,"[54.8517837524, -1.5758596659]",Chester Le Street,54.8517837524,-1.5758596659
research,2022-03-21,Asian Lady Beetle,1433.0,Harmonia axyridis,"[-0.0411933661, 51.4962889556]",False,4,1,"[51.4962889556, -0.0411933661]",Rotherhithe,51.4962889556,-0.0411933661
research,2022-03-22,Asian Lady Beetle,,Harmonia axyridis,"[1.0211474, 51.3504032]",False,4,1,"[51.3504032, 1.0211474]","Tollgate, Whitstable CT5 4HF, UK",51.3504032,1.0211474
research,2022-03-20,Asian Lady Beetle,5.0,Harmonia axyridis,"[-2.8523633333, 53.4555283333]",True,4,1,"[53.4555283333, -2.8523633333]","The Cottages, Prescot, England, GB",53.4555283333,-2.8523633333
research,2022-03-20,Asian Lady Beetle,5.0,Harmonia axyridis,"[-2.852405, 53.4555383333]",True,1,0,"[53.4555383333, -2.852405]","The Cottages, Prescot, England, GB",53.4555383333,-2.852405
research,2022-03-22,Asian Lady Beetle,,Harmonia axyridis,"[-2.779056225, 53.5872722694]",False,4,1,"[53.5872722694, -2.779056225]","Red Lion, Newburgh, Wigan WN8 7NF, UK",53.5872722694,-2.779056225
research,2022-03-22,Asian Lady Beetle,,Harmonia axyridis,"[-2.7790692444, 53.5872621444]",False,4,1,"[53.5872621444, -2.7790692444]","Red Lion, Newburgh, Wigan WN8 7NF, UK",53.5872621444,-2.7790692444
research,2022-03-22,Asian Lady Beetle,10.0,Harmonia axyridis,"[1.0405460559, 52.51898997]",False,2,0,"[52.51898997, 1.0405460559]","Bunwell Road, Attleborough, England, GB",52.51898997,1.0405460559
research,2022-03-18,Asian Lady Beetle,3.0,Harmonia axyridis,"[-0.2057083324, 51.5250453475]",True,1,0,"[51.5250453475, -0.2057083324]","London W10, UK",51.5250453475,-0.2057083324
research,2021-03-20,Asian Lady Beetle,20.0,Harmonia axyridis,"[-2.705267, 53.5282985]",True,2,0,"[53.5282985, -2.705267]","Orrell, Wigan, UK",53.5282985,-2.705267
research,2022-03-21,Asian Lady Beetle,3.0,Harmonia axyridis,"[-3.0227040499, 52.6401690231]",False,2,0,"[52.6401690231, -3.0227040499]","Worthen with Shelve, UK",52.6401690231,-3.0227040499
research,2022-03-20,Asian Lady Beetle,61.0,Harmonia axyridis,"[-0.8686209893, 51.442975568]",False,1,0,"[51.442975568, -0.8686209893]","Berkshire, UK",51.442975568,-0.8686209893
research,2022-03-21,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.5105283333, 51.0234666667]",False,2,0,"[51.0234666667, -0.5105283333]","Carters Way, Billingshurst, England, GB",51.0234666667,-0.5105283333
research,2022-03-21,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.5653479722, 51.4369039722]",False,1,0,"[51.4369039722, -0.5653479722]","Kingswood Hall, Englefield Green, Egham TW20 0LG, UK",51.4369039722,-0.5653479722
research,2022-03-21,Asian Lady Beetle,,Harmonia axyridis,"[-0.1276647, 51.5437507628]",True,2,0,"[51.5437507628, -0.1276647]","London NW1, UK",51.5437507628,-0.1276647
research,2022-03-18,Coccinella Arlecchino,207.0,Harmonia axyridis,"[-3.1797133171, 53.3720271877]",False,4,0,"[53.3720271877, -3.1797133171]","The Wirral Way, Wirral, England, GB",53.3720271877,-3.1797133171
research,2022-03-18,Asian Lady Beetle,10.0,Harmonia axyridis,"[0.248305, 51.111585]",False,1,0,"[51.111585, 0.248305]","Hargate Forest, Tunbridge Wells",51.111585,0.248305
research,2022-03-18,Asian Lady Beetle,10.0,Harmonia axyridis,"[0.243686, 51.113222]",False,3,0,"[51.113222, 0.243686]","Hargate Forest, Tunbridge Wells",51.113222,0.243686
research,2022-03-18,Asian Lady Beetle,10.0,Harmonia axyridis,"[0.243684, 51.11323]",False,2,0,"[51.11323, 0.243684]","Hargate Forest, Tunbridge Wells",51.11323,0.243684
